"District","FIPS","Year","Free/Reduced Price Meal Eligibility","Variable","Measure Type","Value"
"Bethany School District","","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","8"
"Bethany School District","","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","14"
"Bethany School District","","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","491"
"Bethany School District","","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","9"
"Bethany School District","","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","-9999"
"Bethany School District","","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","467"
"Bethany School District","","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","-9999"
"Bethany School District","","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","21"
"Bethany School District","","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","445"
"Bethany School District","","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","7"
"Bethany School District","","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","15"
"Bethany School District","","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","415"
"Bethany School District","","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","6"
"Bethany School District","","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","16"
"Bethany School District","","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","382"
"Bethany School District","","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","9"
"Bethany School District","","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","-9999"
"Bethany School District","","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","352"
"Bethany School District","","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","-9999"
"Bethany School District","","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","-9999"
"Bethany School District","","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","323"
"Bethany School District","","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","-9999"
"Bethel School District","900104720","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","149"
"Bethel School District","900104720","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","2894"
"Bethel School District","900104720","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","114"
"Bethel School District","900104720","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","187"
"Bethel School District","900104720","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","2747"
"Bethel School District","900104720","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","153"
"Bethel School District","900104720","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","289"
"Bethel School District","900104720","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","2643"
"Bethel School District","900104720","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","121"
"Bethel School District","900104720","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","304"
"Bethel School District","900104720","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","2540"
"Bethel School District","900104720","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","105"
"Bethel School District","900104720","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","342"
"Bethel School District","900104720","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","2505"
"Bethel School District","900104720","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","135"
"Bethel School District","900104720","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","388"
"Bethel School District","900104720","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","2458"
"Bethel School District","900104720","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","141"
"Bethel School District","900104720","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","405"
"Bethel School District","900104720","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","2445"
"Bethel School District","900104720","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","150"
"Bethel School District","900104720","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","412"
"Bethel School District","900104720","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","2378"
"Bethel School District","900104720","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","149"
"Bethel School District","900104720","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","416"
"Bethel School District","900104720","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","2408"
"Bethel School District","900104720","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","147"
"Bethel School District","900104720","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","437"
"Bethel School District","900104720","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","2390"
"Bethel School District","900104720","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","169"
"Bloomfield School District","900305910","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","643"
"Bloomfield School District","900305910","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","1352"
"Bloomfield School District","900305910","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","245"
"Bloomfield School District","900305910","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","720"
"Bloomfield School District","900305910","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","1190"
"Bloomfield School District","900305910","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","271"
"Bloomfield School District","900305910","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","768"
"Bloomfield School District","900305910","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","1269"
"Bloomfield School District","900305910","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","261"
"Bloomfield School District","900305910","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","824"
"Bloomfield School District","900305910","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","1175"
"Bloomfield School District","900305910","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","208"
"Bloomfield School District","900305910","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","828"
"Bloomfield School District","900305910","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","1115"
"Bloomfield School District","900305910","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","221"
"Bloomfield School District","900305910","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","832"
"Bloomfield School District","900305910","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","1104"
"Bloomfield School District","900305910","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","183"
"Bloomfield School District","900305910","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","880"
"Bloomfield School District","900305910","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","1018"
"Bloomfield School District","900305910","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","198"
"Bloomfield School District","900305910","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","867"
"Bloomfield School District","900305910","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","1046"
"Bloomfield School District","900305910","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","202"
"Bloomfield School District","900305910","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","863"
"Bloomfield School District","900305910","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","1034"
"Bloomfield School District","900305910","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","181"
"Bloomfield School District","900305910","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","889"
"Bloomfield School District","900305910","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","1095"
"Bloomfield School District","900305910","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","173"
"Bolton School District","901306260","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","38"
"Bolton School District","901306260","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","825"
"Bolton School District","901306260","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","13"
"Bolton School District","901306260","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","42"
"Bolton School District","901306260","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","814"
"Bolton School District","901306260","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","13"
"Bolton School District","901306260","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","51"
"Bolton School District","901306260","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","811"
"Bolton School District","901306260","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","26"
"Bolton School District","901306260","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","74"
"Bolton School District","901306260","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","802"
"Bolton School District","901306260","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","28"
"Bolton School District","901306260","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","76"
"Bolton School District","901306260","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","806"
"Bolton School District","901306260","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","15"
