"District","FIPS","Year","Free/Reduced Price Meal Eligibility","Variable","Measure Type","Value"
"Eastford School District","","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","22"
"Eastford School District","","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","121"
"Eastford School District","","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","0"
"East Granby School District","900322070","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","10"
"East Granby School District","900322070","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","904"
"East Granby School District","900322070","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","0"
"East Granby School District","900322070","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","11"
"East Granby School District","900322070","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","889"
"East Granby School District","900322070","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","0"
"East Granby School District","900322070","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","17"
"East Granby School District","900322070","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","890"
"East Granby School District","900322070","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","0"
"East Granby School District","900322070","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","31"
"East Granby School District","900322070","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","862"
"East Granby School District","900322070","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","0"
"East Granby School District","900322070","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","31"
"East Granby School District","900322070","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","816"
"East Granby School District","900322070","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","0"
"East Granby School District","900322070","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","45"
"East Granby School District","900322070","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","820"
"East Granby School District","900322070","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","0"
"East Granby School District","900322070","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","63"
"East Granby School District","900322070","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","811"
"East Granby School District","900322070","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","0"
"East Granby School District","900322070","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","-9999"
"East Granby School District","900322070","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","804"
"East Granby School District","900322070","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","-9999"
"East Granby School District","900322070","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","121"
"East Granby School District","900322070","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","757"
"East Granby School District","900322070","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","0"
"East Granby School District","900322070","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","123"
"East Granby School District","900322070","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","743"
"East Granby School District","900322070","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","0"
"East Haddam School District","","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","50"
"East Haddam School District","","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","1349"
"East Haddam School District","","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","34"
"East Haddam School District","","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","73"
"East Haddam School District","","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","1312"
"East Haddam School District","","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","52"
"East Haddam School District","","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","89"
"East Haddam School District","","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","1259"
"East Haddam School District","","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","57"
"East Haddam School District","","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","102"
"East Haddam School District","","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","1192"
"East Haddam School District","","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","61"
"East Haddam School District","","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","89"
"East Haddam School District","","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","1159"
"East Haddam School District","","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","39"
"East Haddam School District","","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","96"
"East Haddam School District","","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","1117"
"East Haddam School District","","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","44"
"East Haddam School District","","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","110"
"East Haddam School District","","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","1042"
"East Haddam School District","","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","47"
"East Haddam School District","","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","140"
"East Haddam School District","","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","954"
"East Haddam School District","","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","49"
"East Haddam School District","","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","127"
"East Haddam School District","","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","906"
"East Haddam School District","","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","40"
"East Haddam School District","","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","124"
"East Haddam School District","","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","872"
"East Haddam School District","","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","36"
"East Hampton School District","900722490","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","113"
"East Hampton School District","900722490","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","1933"
"East Hampton School District","900722490","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","41"
"East Hampton School District","900722490","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","104"
"East Hampton School District","900722490","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","1913"
"East Hampton School District","900722490","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","47"
"East Hampton School District","900722490","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","124"
"East Hampton School District","900722490","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","1848"
"East Hampton School District","900722490","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","62"
"East Hampton School District","900722490","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","168"
"East Hampton School District","900722490","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","1753"
"East Hampton School District","900722490","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","57"
"East Hampton School District","900722490","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","132"
"East Hampton School District","900722490","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","1766"
"East Hampton School District","900722490","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","54"
"East Hampton School District","900722490","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","191"
"East Hampton School District","900722490","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","1649"
"East Hampton School District","900722490","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","58"
"East Hampton School District","900722490","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","169"
"East Hampton School District","900722490","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","1676"
"East Hampton School District","900722490","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","32"
"East Hampton School District","900722490","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","193"
"East Hampton School District","900722490","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","1584"
"East Hampton School District","900722490","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","58"
"East Hampton School District","900722490","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","223"
"East Hampton School District","900722490","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","1633"
"East Hampton School District","900722490","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","37"
"East Hampton School District","900722490","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","205"
"East Hampton School District","900722490","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","1632"
"East Hampton School District","900722490","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","39"
"East Hartford School District","900322630","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","2585"
"East Hartford School District","900322630","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","4108"
"East Hartford School District","900322630","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","781"
"East Hartford School District","900322630","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","3402"
"East Hartford School District","900322630","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","2837"
"East Hartford School District","900322630","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","1025"
"East Hartford School District","900322630","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","3575"
"East Hartford School District","900322630","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","2712"
"East Hartford School District","900322630","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","993"
"East Hartford School District","900322630","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","3570"
"East Hartford School District","900322630","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","2962"
"East Hartford School District","900322630","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","596"
"East Hartford School District","900322630","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","3596"
"East Hartford School District","900322630","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","2965"
"East Hartford School District","900322630","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","615"
"East Hartford School District","900322630","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","3722"
"East Hartford School District","900322630","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","2763"
"East Hartford School District","900322630","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","568"
"East Hartford School District","900322630","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","4048"
"East Hartford School District","900322630","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","2602"
"East Hartford School District","900322630","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","508"
"East Hartford School District","900322630","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","4006"
"East Hartford School District","900322630","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","2507"
"East Hartford School District","900322630","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","547"
"East Hartford School District","900322630","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","3682"
"East Hartford School District","900322630","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","2816"
"East Hartford School District","900322630","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","384"
"East Hartford School District","900322630","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","3438"
"East Hartford School District","900322630","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","2831"
"East Hartford School District","900322630","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","465"
"East Haven School District","900922910","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","707"
"East Haven School District","900922910","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","2635"
"East Haven School District","900922910","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","357"
"East Haven School District","900922910","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","775"
"East Haven School District","900922910","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","2426"
"East Haven School District","900922910","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","398"
"East Haven School District","900922910","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","885"
"East Haven School District","900922910","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","2267"
"East Haven School District","900922910","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","394"
"East Haven School District","900922910","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","1083"
"East Haven School District","900922910","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","1984"
"East Haven School District","900922910","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","381"
"East Haven School District","900922910","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","1097"
"East Haven School District","900922910","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","1751"
"East Haven School District","900922910","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","449"
"East Haven School District","900922910","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","1034"
"East Haven School District","900922910","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","1822"
"East Haven School District","900922910","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","385"
"East Haven School District","900922910","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","1210"
"East Haven School District","900922910","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","1563"
"East Haven School District","900922910","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","354"
"East Haven School District","900922910","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","1197"
"East Haven School District","900922910","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","1508"
"East Haven School District","900922910","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","306"
"East Haven School District","900922910","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","1154"
"East Haven School District","900922910","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","1613"
"East Haven School District","900922910","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","284"
"East Haven School District","900922910","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","1157"
"East Haven School District","900922910","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","1478"
"East Haven School District","900922910","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","361"
"East Lyme School District","901123400","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","102"
"East Lyme School District","901123400","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","3098"
"East Lyme School District","901123400","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","69"
"East Lyme School District","901123400","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","116"
"East Lyme School District","901123400","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","2981"
"East Lyme School District","901123400","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","72"
"East Lyme School District","901123400","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","176"
"East Lyme School District","901123400","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","2877"
"East Lyme School District","901123400","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","60"
"East Lyme School District","901123400","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","221"
"East Lyme School District","901123400","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","2784"
"East Lyme School District","901123400","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","79"
"East Lyme School District","901123400","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","209"
"East Lyme School District","901123400","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","2695"
"East Lyme School District","901123400","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","81"
"East Lyme School District","901123400","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","256"
"East Lyme School District","901123400","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","2592"
"East Lyme School District","901123400","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","91"
"East Lyme School District","901123400","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","271"
"East Lyme School District","901123400","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","2528"
"East Lyme School District","901123400","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","69"
"East Lyme School District","901123400","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","305"
"East Lyme School District","901123400","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","2433"
"East Lyme School District","901123400","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","101"
"East Lyme School District","901123400","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","360"
"East Lyme School District","901123400","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","2337"
"East Lyme School District","901123400","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","95"
"East Lyme School District","901123400","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","335"
"East Lyme School District","901123400","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","2338"
"East Lyme School District","901123400","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","109"
"Easton School District","","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","-9999"
"Easton School District","","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","1174"
"Easton School District","","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","-9999"
"Easton School District","","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","11"
"Easton School District","","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","1141"
"Easton School District","","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","6"
"Easton School District","","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","-9999"
"Easton School District","","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","1097"
"Easton School District","","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","-9999"
"Easton School District","","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","-9999"
"Easton School District","","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","1087"
"Easton School District","","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","-9999"
"Easton School District","","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","11"
"Easton School District","","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","1040"
"Easton School District","","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","8"
"Easton School District","","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","14"
"Easton School District","","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","999"
"Easton School District","","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","6"
"Easton School District","","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","21"
"Easton School District","","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","934"
"Easton School District","","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","7"
"Easton School District","","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","26"
"Easton School District","","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","902"
"Easton School District","","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","8"
"Easton School District","","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","26"
"Easton School District","","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","888"
"Easton School District","","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","8"
"Easton School District","","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","-9999"
"Easton School District","","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","849"
"Easton School District","","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","-9999"
"East Windsor School District","900324800","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","276"
"East Windsor School District","900324800","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","1113"
"East Windsor School District","900324800","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","105"
"East Windsor School District","900324800","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","295"
"East Windsor School District","900324800","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","1060"
"East Windsor School District","900324800","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","97"
"East Windsor School District","900324800","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","319"
"East Windsor School District","900324800","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","995"
"East Windsor School District","900324800","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","83"
"East Windsor School District","900324800","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","377"
"East Windsor School District","900324800","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","889"
"East Windsor School District","900324800","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","79"
"East Windsor School District","900324800","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","384"
"East Windsor School District","900324800","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","841"
"East Windsor School District","900324800","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","73"
"East Windsor School District","900324800","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","391"
"East Windsor School District","900324800","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","808"
"East Windsor School District","900324800","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","77"
"East Windsor School District","900324800","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","391"
"East Windsor School District","900324800","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","729"
"East Windsor School District","900324800","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","96"
"East Windsor School District","900324800","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","380"
"East Windsor School District","900324800","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","672"
"East Windsor School District","900324800","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","86"
"East Windsor School District","900324800","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","379"
"East Windsor School District","900324800","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","655"
"East Windsor School District","900324800","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","71"
"East Windsor School District","900324800","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","378"
"East Windsor School District","900324800","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","579"
"East Windsor School District","900324800","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","92"
"Ellington School District","901325360","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","76"
"Ellington School District","901325360","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","2490"
"Ellington School District","901325360","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","46"
"Ellington School District","901325360","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","112"
"Ellington School District","901325360","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","2488"
"Ellington School District","901325360","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","45"
"Ellington School District","901325360","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","152"
"Ellington School District","901325360","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","2472"
"Ellington School District","901325360","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","51"
"Ellington School District","901325360","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","184"
"Ellington School District","901325360","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","2505"
"Ellington School District","901325360","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","45"
"Ellington School District","901325360","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","210"
"Ellington School District","901325360","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","2495"
"Ellington School District","901325360","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","50"
"Ellington School District","901325360","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","219"
"Ellington School District","901325360","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","2452"
"Ellington School District","901325360","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","50"
"Ellington School District","901325360","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","213"
"Ellington School District","901325360","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","2388"
"Ellington School District","901325360","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","63"
"Ellington School District","901325360","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","206"
"Ellington School District","901325360","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","2401"
"Ellington School District","901325360","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","51"
"Ellington School District","901325360","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","213"
"Ellington School District","901325360","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","2384"
"Ellington School District","901325360","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","36"
"Ellington School District","901325360","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","239"
"Ellington School District","901325360","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","2375"
"Ellington School District","901325360","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","33"
"Elm City College Preparatory School District","","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","261"
"Elm City College Preparatory School District","","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","131"
"Elm City College Preparatory School District","","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","84"
"Elm City College Preparatory School District","","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","254"
"Elm City College Preparatory School District","","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","169"
"Elm City College Preparatory School District","","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","86"
"Elm City College Preparatory School District","","2009-2010","Eligible For Free Lunch","Student Enrollment","Number","294"
"Elm City College Preparatory School District","","2009-2010","Not Eligible For Lunch","Student Enrollment","Number","169"
"Elm City College Preparatory School District","","2009-2010","Eligible For Reduced Lunch","Student Enrollment","Number","84"
"Elm City College Preparatory School District","","2010-2011","Eligible For Free Lunch","Student Enrollment","Number","323"
"Elm City College Preparatory School District","","2010-2011","Not Eligible For Lunch","Student Enrollment","Number","155"
"Elm City College Preparatory School District","","2010-2011","Eligible For Reduced Lunch","Student Enrollment","Number","107"
"Elm City College Preparatory School District","","2011-2012","Eligible For Free Lunch","Student Enrollment","Number","364"
"Elm City College Preparatory School District","","2011-2012","Not Eligible For Lunch","Student Enrollment","Number","145"
"Elm City College Preparatory School District","","2011-2012","Eligible For Reduced Lunch","Student Enrollment","Number","91"
"Elm City College Preparatory School District","","2012-2013","Eligible For Free Lunch","Student Enrollment","Number","371"
"Elm City College Preparatory School District","","2012-2013","Not Eligible For Lunch","Student Enrollment","Number","157"
"Elm City College Preparatory School District","","2012-2013","Eligible For Reduced Lunch","Student Enrollment","Number","76"
"Elm City College Preparatory School District","","2013-2014","Eligible For Free Lunch","Student Enrollment","Number","411"
"Elm City College Preparatory School District","","2013-2014","Not Eligible For Lunch","Student Enrollment","Number","139"
"Elm City College Preparatory School District","","2013-2014","Eligible For Reduced Lunch","Student Enrollment","Number","74"
"Elm City College Preparatory School District","","2014-2015","Eligible For Free Lunch","Student Enrollment","Number","391"
"Elm City College Preparatory School District","","2014-2015","Not Eligible For Lunch","Student Enrollment","Number","156"
"Elm City College Preparatory School District","","2014-2015","Eligible For Reduced Lunch","Student Enrollment","Number","88"
"Elm City College Preparatory School District","","2015-2016","Eligible For Free Lunch","Student Enrollment","Number","480"
"Elm City College Preparatory School District","","2015-2016","Not Eligible For Lunch","Student Enrollment","Number","153"
"Elm City College Preparatory School District","","2015-2016","Eligible For Reduced Lunch","Student Enrollment","Number","70"
"Elm City College Preparatory School District","","2016-2017","Eligible For Free Lunch","Student Enrollment","Number","466"
"Elm City College Preparatory School District","","2016-2017","Not Eligible For Lunch","Student Enrollment","Number","175"
"Elm City College Preparatory School District","","2016-2017","Eligible For Reduced Lunch","Student Enrollment","Number","85"
"Elm City Montessori School District","","2007-2008","Eligible For Free Lunch","Student Enrollment","Number","-6666"
"Elm City Montessori School District","","2007-2008","Not Eligible For Lunch","Student Enrollment","Number","-6666"
"Elm City Montessori School District","","2007-2008","Eligible For Reduced Lunch","Student Enrollment","Number","-6666"
"Elm City Montessori School District","","2008-2009","Eligible For Free Lunch","Student Enrollment","Number","-6666"
"Elm City Montessori School District","","2008-2009","Not Eligible For Lunch","Student Enrollment","Number","-6666"
"Elm City Montessori School District","","2008-2009","Eligible For Reduced Lunch","Student Enrollment","Number","-6666"
